time;RealPos1Cylinder3Force
2023-02-27 09:24:08.474 CET;450
2023-02-27 09:24:31.565 CET;500
2023-02-27 09:56:42.270 CET;550
2023-02-27 10:01:45.484 CET;600
2023-02-27 10:26:14.355 CET;650
2023-02-27 10:26:56.526 CET;630
2023-02-27 10:27:53.746 CET;650
2023-02-27 10:28:14.838 CET;640
2023-02-27 10:28:26.888 CET;630
2023-02-27 10:34:51.426 CET;650
2023-02-27 13:32:41.740 CET;600
2023-02-27 18:06:55.757 CET;700
2023-02-27 21:52:55.898 CET;400
2023-02-28 00:59:48.671 CET;300
2023-02-28 01:32:34.529 CET;350
2023-02-28 01:38:40.983 CET;380
2023-02-28 01:40:11.352 CET;430
2023-02-28 01:48:17.293 CET;360
2023-02-28 06:34:02.753 CET;650
2023-02-28 08:37:40.368 CET;700
2023-02-28 08:38:09.489 CET;680
2023-02-28 08:47:07.642 CET;650
2023-02-28 08:47:29.720 CET;670
2023-02-28 08:47:51.812 CET;660
2023-02-28 16:49:56.313 CET;550
2023-02-28 19:12:43.506 CET;300
